state,county,hospitals,coverage,avg_score,state_name,population,poverty,percent,poverty_percent,original_county,fit,lwr,upr,result
MO,MONITEAU,0.0,0.0,NA,missouri,15882,2008.0,13.9,0.1,Moniteau County,1.0,-1.0,3.0,In Range
MO,MONROE,0.0,0.0,NA,missouri,8695,1353.0,15.8,0.2,Monroe County,1.0,-1.0,3.0,In Range
MO,MONTGOMERY,0.0,0.0,NA,missouri,11816,1830.0,16.1,0.2,Montgomery County,1.0,-1.0,3.0,In Range
MO,MORGAN,0.0,0.0,NA,missouri,20212,4112.0,20.7,0.2,Morgan County,1.0,-1.0,3.0,In Range
MO,NEWMADRID,1.0,18.0,24.0,missouri,18248,4160.0,23.3,0.2,New Madrid County,1.0,-1.0,3.0,In Range
MO,NEWTON,1.0,59.0,NA,missouri,58596,8198.0,14.3,0.1,Newton County,1.0,-1.0,3.0,In Range
MO,NODAWAY,1.0,23.0,17.0,missouri,23090,3949.0,20.2,0.2,Nodaway County,1.0,-1.0,3.0,In Range
MO,OREGON,0.0,0.0,NA,missouri,10890,2560.0,23.9,0.2,Oregon County,1.0,-1.0,3.0,In Range
MO,OSAGE,0.0,0.0,NA,missouri,13691,1358.0,10.2,0.1,Osage County,1.0,-1.0,3.0,In Range
MO,OZARK,0.0,0.0,NA,missouri,9473,2098.0,22.3,0.2,Ozark County,1.0,-1.0,3.0,In Range
MO,PEMISCOT,1.0,18.0,31.0,missouri,17608,4998.0,28.7,0.3,Pemiscot County,1.0,-1.0,3.0,In Range
MO,PERRY,1.0,19.0,NA,missouri,19222,2194.0,11.6,0.1,Perry County,1.0,-1.0,3.0,In Range
MO,PETTIS,1.0,42.0,13.0,missouri,42213,7239.0,17.6,0.2,Pettis County,1.0,-1.0,3.0,In Range
MO,PHELPS,1.0,45.0,19.0,missouri,44960,9019.0,21.6,0.2,Phelps County,1.0,-1.0,3.0,In Range
MO,PIKE,1.0,18.0,24.0,missouri,18485,3058.0,18.9,0.2,Pike County,1.0,-1.0,3.0,In Range
MO,PLATTE,1.0,95.0,28.0,missouri,94735,6487.0,6.9,0.1,Platte County,1.0,-1.0,3.0,In Range
MO,POLK,1.0,31.0,24.0,missouri,31032,5348.0,18.1,0.2,Polk County,1.0,-1.0,3.0,In Range
MO,PULASKI,0.0,0.0,NA,missouri,53535,6899.0,15.9,0.1,Pulaski County,1.0,-1.0,3.0,In Range
MO,PUTNAM,1.0,5.0,NA,missouri,4840,888.0,18.6,0.2,Putnam County,1.0,-1.0,3.0,In Range
MO,RALLS,0.0,0.0,NA,missouri,10280,1186.0,11.6,0.1,Ralls County,1.0,-1.0,3.0,In Range
MO,RANDOLPH,1.0,25.0,12.0,missouri,25065,4131.0,18.3,0.2,Randolph County,1.0,-1.0,3.0,In Range
MO,RAY,1.0,23.0,NA,missouri,22950,3456.0,15.3,0.2,Ray County,1.0,-1.0,3.0,In Range
MO,REYNOLDS,1.0,7.0,NA,missouri,6540,1382.0,21.5,0.2,Reynolds County,1.0,-1.0,3.0,In Range
MO,RIPLEY,1.0,14.0,17.0,missouri,13969,3466.0,25.1,0.2,Ripley County,1.0,-1.0,3.0,In Range
MO,SAINTCHARLES,4.0,95.0,33.75,missouri,379952,25281.0,6.8,0.1,St. Charles County,4.0,2.0,6.0,In Range
MO,SAINTCLAIR,1.0,9.0,NA,missouri,9454,2002.0,21.7,0.2,St. Clair County,1.0,-1.0,3.0,In Range
MO,STE.GENEVIEVE,0.0,0.0,NA,missouri,17984,2310.0,13.1,0.1,Ste. Genevieve County,1.0,-1.0,3.0,In Range
MO,SAINTFRANCOIS,2.0,33.0,NA,missouri,65948,11974.0,20.3,0.2,St. Francois County,1.0,-1.0,3.0,In Range
MO,SAINTLOUIS,10.0,100.0,NA,missouri,1002188,93882.0,9.6,0.1,St. Louis County,8.0,6.0,10.0,In Range
MO,SALINE,2.0,12.0,NA,missouri,23360,3574.0,16.3,0.2,Saline County,1.0,-1.0,3.0,In Range
MO,SCHUYLER,0.0,0.0,NA,missouri,4391,779.0,18.2,0.2,Schuyler County,1.0,-1.0,3.0,In Range
MO,SCOTLAND,1.0,5.0,18.0,missouri,4858,774.0,16.3,0.2,Scotland County,1.0,-1.0,3.0,In Range
MO,SCOTT,0.0,0.0,NA,missouri,38856,7972.0,20.9,0.2,Scott County,1.0,-1.0,3.0,In Range
MO,SHANNON,0.0,0.0,NA,missouri,8307,2324.0,28.2,0.3,Shannon County,1.0,-1.0,3.0,In Range
MO,SHELBY,0.0,0.0,NA,missouri,6129,979.0,16.6,0.2,Shelby County,1.0,-1.0,3.0,In Range
MO,STODDARD,1.0,30.0,25.0,missouri,29870,5577.0,19.0,0.2,Stoddard County,1.0,-1.0,3.0,In Range
MO,STONE,0.0,0.0,NA,missouri,31101,4973.0,16.2,0.2,Stone County,1.0,-1.0,3.0,In Range
MO,SULLIVAN,1.0,6.0,NA,missouri,6474,1113.0,17.7,0.2,Sullivan County,1.0,-1.0,3.0,In Range
MO,TANEY,1.0,54.0,49.0,missouri,54138,9819.0,18.7,0.2,Taney County,1.0,-1.0,3.0,In Range
MO,TEXAS,1.0,26.0,21.0,missouri,25654,5097.0,21.5,0.2,Texas County,1.0,-1.0,3.0,In Range
MO,VERNON,1.0,21.0,21.0,missouri,20935,3558.0,17.5,0.2,Vernon County,1.0,-1.0,3.0,In Range
MO,WARREN,0.0,0.0,NA,missouri,33253,4222.0,12.8,0.1,Warren County,1.0,-1.0,3.0,In Range
MO,WASHINGTON,1.0,25.0,NA,missouri,25076,6088.0,25.5,0.2,Washington County,1.0,-1.0,3.0,In Range
MO,WAYNE,0.0,0.0,NA,missouri,13415,3504.0,26.4,0.3,Wayne County,1.0,-1.0,3.0,In Range
MO,WEBSTER,0.0,0.0,NA,missouri,36880,6386.0,17.8,0.2,Webster County,1.0,-1.0,3.0,In Range
MO,WORTH,0.0,0.0,NA,missouri,2062,313.0,15.5,0.2,Worth County,1.0,-1.0,3.0,In Range
MO,WRIGHT,0.0,0.0,NA,missouri,18303,4096.0,22.7,0.2,Wright County,1.0,-1.0,3.0,In Range
MO,SAINTLOUISCITY,5.0,63.0,NA,missouri,317222,88571.0,28.8,0.3,St. Louis city,3.0,1.0,5.0,In Range
MT,BEAVERHEAD,1.0,9.0,9.0,montana,9310,1343.0,15.1,0.1,Beaverhead County,1.0,-1.0,3.0,In Range
MT,BIGHORN,2.0,7.0,NA,montana,13313,4016.0,30.6,0.3,Big Horn County,1.0,-1.0,3.0,In Range
MT,BLAINE,1.0,7.0,NA,montana,6635,1643.0,25.2,0.2,Blaine County,1.0,-1.0,3.0,In Range
MT,BROADWATER,1.0,6.0,NA,montana,5631,653.0,11.7,0.1,Broadwater County,1.0,-1.0,3.0,In Range
MT,CARBON,1.0,10.0,NA,montana,10413,1315.0,12.7,0.1,Carbon County,1.0,-1.0,3.0,In Range
MT,CARTER,1.0,1.0,NA,montana,1176,161.0,14.0,0.1,Carter County,1.0,-1.0,3.0,In Range
MT,CASCADE,2.0,41.0,NA,montana,82268,11403.0,14.3,0.1,Cascade County,1.0,-1.0,3.0,In Range
MT,CHOUTEAU,2.0,3.0,NA,montana,5900,1129.0,19.4,0.2,Chouteau County,1.0,-1.0,3.0,In Range
MT,CUSTER,1.0,12.0,22.0,montana,12068,1279.0,11.0,0.1,Custer County,1.0,-1.0,3.0,In Range
MT,DANIELS,1.0,2.0,NA,montana,1801,189.0,10.8,0.1,Daniels County,1.0,-1.0,3.0,In Range
MT,DAWSON,1.0,10.0,NA,montana,9543,1052.0,11.7,0.1,Dawson County,1.0,-1.0,3.0,In Range
MT,DEERLODGE,1.0,9.0,NA,montana,9152,1451.0,17.1,0.2,Deer Lodge County,1.0,-1.0,3.0,In Range
MT,FALLON,1.0,3.0,NA,montana,3111,245.0,8.0,0.1,Fallon County,1.0,-1.0,3.0,In Range
MT,FERGUS,1.0,11.0,14.0,montana,11433,1640.0,14.8,0.1,Fergus County,1.0,-1.0,3.0,In Range
MT,FLATHEAD,3.0,32.0,NA,montana,94726,12776.0,13.6,0.1,Flathead County,1.0,-1.0,3.0,In Range
MT,GALLATIN,1.0,97.0,21.0,montana,97276,13071.0,13.9,0.1,Gallatin County,1.0,-1.0,3.0,In Range
MT,GARFIELD,1.0,1.0,NA,montana,1308,198.0,15.1,0.2,Garfield County,1.0,-1.0,3.0,In Range
MT,GLACIER,2.0,7.0,NA,montana,13698,4259.0,31.8,0.3,Glacier County,1.0,-1.0,3.0,In Range
MT,GOLDENVALLEY,0.0,0.0,NA,montana,852,165.0,20.1,0.2,Golden Valley County,1.0,-1.0,3.0,In Range
MT,GRANITE,1.0,3.0,NA,montana,3215,458.0,14.4,0.1,Granite County,1.0,-1.0,3.0,In Range
MT,HILL,1.0,17.0,36.0,montana,16599,2845.0,17.6,0.2,Hill County,1.0,-1.0,3.0,In Range
MT,JEFFERSON,0.0,0.0,NA,montana,11552,1184.0,10.4,0.1,Jefferson County,1.0,-1.0,3.0,In Range
MT,JUDITHBASIN,0.0,0.0,NA,montana,1991,290.0,14.6,0.1,Judith Basin County,1.0,-1.0,3.0,In Range
MT,LAKE,2.0,15.0,6.0,montana,29204,6541.0,22.7,0.2,Lake County,1.0,-1.0,3.0,In Range
MT,LEWISANDCLARK,1.0,66.0,25.0,montana,65904,7736.0,12.0,0.1,Lewis and Clark County,1.0,-1.0,3.0,In Range
MT,LIBERTY,1.0,2.0,NA,montana,2363,432.0,19.1,0.2,Liberty County,1.0,-1.0,3.0,In Range
MT,LINCOLN,1.0,19.0,12.0,montana,19139,3622.0,19.2,0.2,Lincoln County,1.0,-1.0,3.0,In Range
MT,MCCONE,1.0,2.0,NA,montana,1704,257.0,15.4,0.2,McCone County,1.0,-1.0,3.0,In Range
MT,MADISON,2.0,4.0,NA,montana,7806,976.0,12.6,0.1,Madison County,1.0,-1.0,3.0,In Range
MT,MEAGHER,1.0,2.0,NA,montana,1865,321.0,18.0,0.2,Meagher County,1.0,-1.0,3.0,In Range
MT,MINERAL,1.0,4.0,NA,montana,4244,731.0,17.3,0.2,Mineral County,1.0,-1.0,3.0,In Range
MT,MISSOULA,2.0,56.0,26.5,montana,112681,17216.0,15.8,0.2,Missoula County,2.0,-1.0,4.0,In Range
MT,MUSSELSHELL,1.0,5.0,NA,montana,4604,866.0,19.1,0.2,Musselshell County,1.0,-1.0,3.0,In Range
MT,PARK,1.0,16.0,NA,montana,15855,2310.0,14.7,0.1,Park County,1.0,-1.0,3.0,In Range
MT,PETROLEUM,0.0,0.0,NA,montana,489,85.0,17.5,0.2,Petroleum County,1.0,-1.0,3.0,In Range
MT,PHILLIPS,1.0,4.0,NA,montana,4186,648.0,15.7,0.2,Phillips County,1.0,-1.0,3.0,In Range
MT,PONDERA,1.0,6.0,NA,montana,6211,1221.0,20.3,0.2,Pondera County,1.0,-1.0,3.0,In Range
MT,POWDERRIVER,0.0,0.0,NA,montana,1778,214.0,12.3,0.1,Powder River County,1.0,-1.0,3.0,In Range
MT,POWELL,1.0,7.0,NA,montana,6906,1083.0,20.2,0.2,Powell County,1.0,-1.0,3.0,In Range
MT,PRAIRIE,1.0,1.0,NA,montana,1140,138.0,12.3,0.1,Prairie County,1.0,-1.0,3.0,In Range
MT,RAVALLI,1.0,41.0,NA,montana,40953,7013.0,17.2,0.2,Ravalli County,1.0,-1.0,3.0,In Range
MT,RICHLAND,1.0,12.0,26.0,montana,11573,949.0,8.2,0.1,Richland County,1.0,-1.0,3.0,In Range
MT,ROOSEVELT,3.0,4.0,NA,montana,11340,2653.0,23.8,0.2,Roosevelt County,1.0,-1.0,3.0,In Range
MT,ROSEBUD,1.0,9.0,NA,montana,9335,1892.0,20.5,0.2,Rosebud County,1.0,-1.0,3.0,In Range
MT,SANDERS,1.0,11.0,NA,montana,11329,2316.0,20.7,0.2,Sanders County,1.0,-1.0,3.0,In Range
MT,SHERIDAN,1.0,4.0,NA,montana,3679,370.0,10.2,0.1,Sheridan County,1.0,-1.0,3.0,In Range
MT,SILVERBOW,1.0,35.0,10.0,montana,34730,6575.0,19.5,0.2,Silver Bow County,1.0,-1.0,3.0,In Range
MT,STILLWATER,1.0,9.0,NA,montana,9287,776.0,8.4,0.1,Stillwater County,1.0,-1.0,3.0,In Range
MT,SWEETGRASS,1.0,4.0,NA,montana,3666,431.0,12.0,0.1,Sweet Grass County,1.0,-1.0,3.0,In Range
MT,TETON,1.0,6.0,NA,montana,6046,817.0,13.9,0.1,Teton County,1.0,-1.0,3.0,In Range
MT,TOOLE,1.0,5.0,NA,montana,5135,762.0,17.2,0.1,Toole County,1.0,-1.0,3.0,In Range
MT,TREASURE,0.0,0.0,NA,montana,696,91.0,13.2,0.1,Treasure County,1.0,-1.0,3.0,In Range
MT,VALLEY,1.0,8.0,31.0,montana,7624,935.0,12.4,0.1,Valley County,1.0,-1.0,3.0,In Range
MT,WHEATLAND,1.0,2.0,NA,montana,2096,397.0,19.5,0.2,Wheatland County,1.0,-1.0,3.0,In Range
MT,WIBAUX,0.0,0.0,NA,montana,1125,128.0,11.7,0.1,Wibaux County,1.0,-1.0,3.0,In Range
MT,YELLOWSTONE,2.0,78.0,23.0,montana,155588,18645.0,12.3,0.1,Yellowstone County,2.0,-0.0,4.0,In Range
NE,ADAMS,1.0,31.0,16.0,nebraska,31419,3746.0,12.5,0.1,Adams County,1.0,-1.0,3.0,In Range
NE,ANTELOPE,1.0,6.0,23.0,nebraska,6403,885.0,14.0,0.1,Antelope County,1.0,-1.0,3.0,In Range
NE,ARTHUR,0.0,0.0,NA,nebraska,454,46.0,10.2,0.1,Arthur County,1.0,-1.0,3.0,In Range
NE,BANNER,0.0,0.0,NA,nebraska,748,95.0,12.4,0.1,Banner County,1.0,-1.0,3.0,In Range
NE,BLAINE,0.0,0.0,NA,nebraska,501,79.0,15.7,0.2,Blaine County,1.0,-1.0,3.0,In Range
NE,BOONE,1.0,5.0,23.0,nebraska,5351,540.0,10.3,0.1,Boone County,1.0,-1.0,3.0,In Range
NE,BOXBUTTE,1.0,11.0,32.0,nebraska,11334,1274.0,11.4,0.1,Box Butte County,1.0,-1.0,3.0,In Range
NE,BOYD,1.0,2.0,NA,nebraska,2027,276.0,13.9,0.1,Boyd County,1.0,-1.0,3.0,In Range
NE,BROWN,1.0,3.0,20.0,nebraska,2941,372.0,12.8,0.1,Brown County,1.0,-1.0,3.0,In Range
NE,BUFFALO,2.0,24.0,NA,nebraska,48348,5738.0,12.5,0.1,Buffalo County,1.0,-1.0,3.0,In Range
NE,BURT,1.0,7.0,14.0,nebraska,6590,683.0,10.6,0.1,Burt County,1.0,-1.0,3.0,In Range
NE,BUTLER,1.0,8.0,18.0,nebraska,8238,745.0,9.2,0.1,Butler County,1.0,-1.0,3.0,In Range
NE,CASS,0.0,0.0,NA,nebraska,25496,1726.0,6.9,0.1,Cass County,1.0,-1.0,3.0,In Range
NE,CEDAR,0.0,0.0,NA,nebraska,8606,878.0,10.4,0.1,Cedar County,1.0,-1.0,3.0,In Range
NE,CHASE,1.0,4.0,18.0,nebraska,3973,363.0,9.3,0.1,Chase County,1.0,-1.0,3.0,In Range
NE,CHERRY,1.0,6.0,NA,nebraska,5760,757.0,13.3,0.1,Cherry County,1.0,-1.0,3.0,In Range
NE,CHEYENNE,1.0,10.0,10.0,nebraska,10120,902.0,9.0,0.1,Cheyenne County,1.0,-1.0,3.0,In Range
NE,CLAY,0.0,0.0,NA,nebraska,6326,702.0,11.3,0.1,Clay County,1.0,-1.0,3.0,In Range
NE,COLFAX,1.0,11.0,19.0,nebraska,10546,1072.0,10.3,0.1,Colfax County,1.0,-1.0,3.0,In Range
NE,CUMING,1.0,9.0,26.0,nebraska,9023,809.0,9.1,0.1,Cuming County,1.0,-1.0,3.0,In Range
NE,CUSTER,2.0,5.0,15.5,nebraska,10743,1413.0,13.4,0.1,Custer County,1.0,-1.0,3.0,In Range
NE,DAKOTA,0.0,0.0,NA,nebraska,20717,3044.0,14.8,0.1,Dakota County,1.0,-1.0,3.0,In Range
NE,DAWES,1.0,9.0,18.0,nebraska,9089,1537.0,18.8,0.2,Dawes County,1.0,-1.0,3.0,In Range
NE,DAWSON,3.0,8.0,13.0,nebraska,24024,3248.0,13.7,0.1,Dawson County,1.0,-1.0,3.0,In Range
NE,DEUEL,0.0,0.0,NA,nebraska,1936,226.0,11.8,0.1,Deuel County,1.0,-1.0,3.0,In Range
NE,DIXON,0.0,0.0,NA,nebraska,5783,604.0,10.7,0.1,Dixon County,1.0,-1.0,3.0,In Range
NE,DODGE,1.0,37.0,0.0,nebraska,36725,4564.0,12.9,0.1,Dodge County,1.0,-1.0,3.0,In Range
NE,DOUGLAS,11.0,49.0,NA,nebraska,543985,74169.0,14.0,0.1,Douglas County,5.0,3.0,7.0,Over
NE,DUNDY,1.0,2.0,16.0,nebraska,1889,256.0,13.8,0.1,Dundy County,1.0,-1.0,3.0,In Range
NE,FILLMORE,1.0,6.0,6.0,nebraska,5634,551.0,10.1,0.1,Fillmore County,1.0,-1.0,3.0,In Range
NE,FRANKLIN,1.0,3.0,NA,nebraska,3050,410.0,13.6,0.1,Franklin County,1.0,-1.0,3.0,In Range
NE,FRONTIER,0.0,0.0,NA,nebraska,2714,353.0,13.7,0.1,Frontier County,1.0,-1.0,3.0,In Range
NE,FURNAS,1.0,5.0,21.0,nebraska,4883,608.0,12.7,0.1,Furnas County,1.0,-1.0,3.0,In Range
NE,GAGE,1.0,22.0,19.0,nebraska,21662,2338.0,11.0,0.1,Gage County,1.0,-1.0,3.0,In Range
NE,GARDEN,1.0,2.0,NA,nebraska,1912,293.0,15.6,0.2,Garden County,1.0,-1.0,3.0,In Range
NE,GARFIELD,0.0,0.0,NA,nebraska,1995,231.0,11.8,0.1,Garfield County,1.0,-1.0,3.0,In Range
NE,GOSPER,0.0,0.0,NA,nebraska,1961,175.0,9.1,0.1,Gosper County,1.0,-1.0,3.0,In Range
NE,GRANT,0.0,0.0,NA,nebraska,620,68.0,11.0,0.1,Grant County,1.0,-1.0,3.0,In Range
NE,GREELEY,0.0,0.0,NA,nebraska,2481,307.0,12.7,0.1,Greeley County,1.0,-1.0,3.0,In Range
NE,HALL,1.0,62.0,18.0,nebraska,61509,8834.0,14.7,0.1,Hall County,1.0,-1.0,3.0,In Range
NE,HAMILTON,1.0,9.0,22.0,nebraska,9109,622.0,6.9,0.1,Hamilton County,1.0,-1.0,3.0,In Range
NE,HARLAN,1.0,3.0,13.0,nebraska,3478,391.0,11.4,0.1,Harlan County,1.0,-1.0,3.0,In Range
NE,HAYES,0.0,0.0,NA,nebraska,932,135.0,14.5,0.1,Hayes County,1.0,-1.0,3.0,In Range
NE,HITCHCOCK,0.0,0.0,NA,nebraska,2890,397.0,13.8,0.1,Hitchcock County,1.0,-1.0,3.0,In Range
NE,HOLT,2.0,5.0,16.0,nebraska,10390,1281.0,12.5,0.1,Holt County,1.0,-1.0,3.0,In Range
NE,HOOKER,0.0,0.0,NA,nebraska,726,67.0,9.6,0.1,Hooker County,1.0,-1.0,3.0,In Range
NE,HOWARD,1.0,6.0,16.0,nebraska,6366,726.0,11.5,0.1,Howard County,1.0,-1.0,3.0,In Range
NE,JEFFERSON,1.0,7.0,20.0,nebraska,7303,829.0,11.5,0.1,Jefferson County,1.0,-1.0,3.0,In Range
NE,JOHNSON,1.0,5.0,14.0,nebraska,5174,575.0,13.9,0.1,Johnson County,1.0,-1.0,3.0,In Range
NE,KEARNEY,1.0,7.0,11.0,nebraska,6588,627.0,9.6,0.1,Kearney County,1.0,-1.0,3.0,In Range
NE,KEITH,1.0,8.0,NA,nebraska,8109,964.0,12.0,0.1,Keith County,1.0,-1.0,3.0,In Range
NE,KEYAPAHA,0.0,0.0,NA,nebraska,804,166.0,20.5,0.2,Keya Paha County,1.0,-1.0,3.0,In Range
NE,KIMBALL,1.0,4.0,15.0,nebraska,3690,428.0,11.7,0.1,Kimball County,1.0,-1.0,3.0,In Range
NE,KNOX,1.0,8.0,16.0,nebraska,8498,1229.0,14.9,0.1,Knox County,1.0,-1.0,3.0,In Range
NE,LANCASTER,4.0,76.0,NA,nebraska,302742,40146.0,14.0,0.1,Lancaster County,3.0,1.0,5.0,In Range
NE,LINCOLN,1.0,36.0,14.0,nebraska,35723,5112.0,14.5,0.1,Lincoln County,1.0,-1.0,3.0,In Range
NE,LOGAN,0.0,0.0,NA,nebraska,752,70.0,9.4,0.1,Logan County,1.0,-1.0,3.0,In Range
NE,LOUP,0.0,0.0,NA,nebraska,587,91.0,15.5,0.2,Loup County,1.0,-1.0,3.0,In Range
NE,MCPHERSON,0.0,0.0,NA,nebraska,501,69.0,13.9,0.1,McPherson County,1.0,-1.0,3.0,In Range
NE,MADISON,1.0,35.0,17.0,nebraska,35169,4662.0,13.7,0.1,Madison County,1.0,-1.0,3.0,In Range
NE,MERRICK,1.0,8.0,10.0,nebraska,7767,791.0,10.4,0.1,Merrick County,1.0,-1.0,3.0,In Range
NE,MORRILL,1.0,5.0,NA,nebraska,4850,669.0,14.0,0.1,Morrill County,1.0,-1.0,3.0,In Range
NE,NANCE,1.0,4.0,NA,nebraska,3555,403.0,11.7,0.1,Nance County,1.0,-1.0,3.0,In Range
NE,NEMAHA,1.0,7.0,6.0,nebraska,7154,900.0,13.6,0.1,Nemaha County,1.0,-1.0,3.0,In Range
NE,NUCKOLLS,1.0,4.0,20.0,nebraska,4366,575.0,13.4,0.1,Nuckolls County,1.0,-1.0,3.0,In Range
NE,OTOE,2.0,8.0,14.0,nebraska,15888,1544.0,10.0,0.1,Otoe County,1.0,-1.0,3.0,In Range
NE,PAWNEE,1.0,3.0,10.0,nebraska,2692,324.0,12.2,0.1,Pawnee County,1.0,-1.0,3.0,In Range
NE,PERKINS,1.0,3.0,NA,nebraska,2892,295.0,10.4,0.1,Perkins County,1.0,-1.0,3.0,In Range
NE,PHELPS,1.0,9.0,NA,nebraska,9201,845.0,9.5,0.1,Phelps County,1.0,-1.0,3.0,In Range
NE,PIERCE,2.0,4.0,25.0,nebraska,7196,707.0,10.0,0.1,Pierce County,1.0,-1.0,3.0,In Range
NE,PLATTE,1.0,33.0,21.0,nebraska,32734,2687.0,8.4,0.1,Platte County,1.0,-1.0,3.0,In Range
NE,POLK,1.0,5.0,23.0,nebraska,5277,410.0,8.0,0.1,Polk County,1.0,-1.0,3.0,In Range
NE,REDWILLOW,1.0,11.0,NA,nebraska,10860,1227.0,11.7,0.1,Red Willow County,1.0,-1.0,3.0,In Range
NE,RICHARDSON,1.0,8.0,11.0,nebraska,8151,1142.0,14.4,0.1,Richardson County,1.0,-1.0,3.0,In Range
NE,ROCK,1.0,1.0,NA,nebraska,1413,211.0,15.0,0.1,Rock County,1.0,-1.0,3.0,In Range
NE,SALINE,2.0,7.0,NA,nebraska,14338,1328.0,10.1,0.1,Saline County,1.0,-1.0,3.0,In Range
NE,SARPY,2.0,86.0,15.5,nebraska,172291,8991.0,5.3,0.1,Sarpy County,2.0,-0.0,4.0,In Range
NE,SAUNDERS,1.0,21.0,NA,nebraska,20932,1678.0,8.2,0.1,Saunders County,1.0,-1.0,3.0,In Range
NE,SCOTTSBLUFF,1.0,36.0,27.0,nebraska,36463,5563.0,15.6,0.2,Scotts Bluff County,1.0,-1.0,3.0,In Range
NE,SEWARD,1.0,17.0,NA,nebraska,17098,1292.0,8.2,0.1,Seward County,1.0,-1.0,3.0,In Range
NE,SHERIDAN,1.0,5.0,15.0,nebraska,5268,826.0,16.0,0.2,Sheridan County,1.0,-1.0,3.0,In Range
NE,SHERMAN,0.0,0.0,NA,nebraska,3072,366.0,12.1,0.1,Sherman County,1.0,-1.0,3.0,In Range
NE,SIOUX,0.0,0.0,NA,nebraska,1309,208.0,16.0,0.2,Sioux County,1.0,-1.0,3.0,In Range
NE,STANTON,0.0,0.0,NA,nebraska,6081,557.0,9.2,0.1,Stanton County,1.0,-1.0,3.0,In Range
NE,THAYER,1.0,5.0,NA,nebraska,5228,541.0,10.7,0.1,Thayer County,1.0,-1.0,3.0,In Range
NE,THOMAS,0.0,0.0,NA,nebraska,687,105.0,15.4,0.2,Thomas County,1.0,-1.0,3.0,In Range
NE,THURSTON,1.0,7.0,25.0,nebraska,6961,2338.0,34.0,0.3,Thurston County,1.0,-1.0,3.0,In Range
NE,VALLEY,1.0,4.0,16.0,nebraska,4211,511.0,12.3,0.1,Valley County,1.0,-1.0,3.0,In Range
NE,WASHINGTON,1.0,20.0,12.0,nebraska,20265,1450.0,7.4,0.1,Washington County,1.0,-1.0,3.0,In Range
NE,WAYNE,1.0,9.0,29.0,nebraska,9391,1132.0,13.6,0.1,Wayne County,1.0,-1.0,3.0,In Range
NE,WEBSTER,1.0,4.0,NA,nebraska,3668,450.0,12.7,0.1,Webster County,1.0,-1.0,3.0,In Range
NE,WHEELER,0.0,0.0,NA,nebraska,765,96.0,12.6,0.1,Wheeler County,1.0,-1.0,3.0,In Range
NE,YORK,2.0,7.0,NA,nebraska,13909,1388.0,10.6,0.1,York County,1.0,-1.0,3.0,In Range
NV,CHURCHILL,1.0,24.0,16.0,nevada,24046,3107.0,13.2,0.1,Churchill County,1.0,-1.0,3.0,In Range
NV,CLARK,17.0,122.0,NA,nevada,2069146,318965.0,15.6,0.2,Clark County,17.0,14.0,19.0,In Range
NV,DOUGLAS,1.0,48.0,NA,nevada,47519,4861.0,10.3,0.1,Douglas County,1.0,-1.0,3.0,In Range
NV,ELKO,1.0,53.0,9.0,nevada,52731,5581.0,10.8,0.1,Elko County,1.0,-1.0,3.0,In Range
NV,ESMERALDA,0.0,0.0,NA,nevada,825,115.0,14.0,0.1,Esmeralda County,1.0,-1.0,3.0,In Range
NV,EUREKA,0.0,0.0,NA,nevada,1989,197.0,9.8,0.1,Eureka County,1.0,-1.0,3.0,In Range
NV,HUMBOLDT,1.0,17.0,22.0,nevada,17228,1819.0,10.7,0.1,Humboldt County,1.0,-1.0,3.0,In Range
NV,LANDER,1.0,6.0,NA,nevada,5987,656.0,11.0,0.1,Lander County,1.0,-1.0,3.0,In Range
NV,LINCOLN,1.0,5.0,NA,nevada,5120,741.0,15.1,0.1,Lincoln County,1.0,-1.0,3.0,In Range
NV,LYON,1.0,52.0,NA,nevada,51766,7039.0,13.7,0.1,Lyon County,1.0,-1.0,3.0,In Range
NV,MINERAL,1.0,5.0,0.0,nevada,4506,843.0,19.0,0.2,Mineral County,1.0,-1.0,3.0,In Range
NV,NYE,1.0,42.0,NA,nevada,42203,7019.0,16.8,0.2,Nye County,1.0,-1.0,3.0,In Range
NV,PERSHING,1.0,7.0,20.0,nevada,6695,931.0,18.5,0.1,Pershing County,1.0,-1.0,3.0,In Range
NV,STOREY,0.0,0.0,NA,nevada,3908,327.0,8.4,0.1,Storey County,1.0,-1.0,3.0,In Range
NV,WASHOE,4.0,110.0,NA,nevada,440154,67110.0,15.4,0.2,Washoe County,4.0,2.0,6.0,In Range
NV,WHITEPINE,1.0,10.0,NA,nevada,9978,1195.0,13.7,0.1,White Pine County,1.0,-1.0,3.0,In Range
NV,CARSONCITY,2.0,27.0,39.0,nevada,54480,9940.0,19.3,0.2,Carson City,1.0,-1.0,3.0,In Range
NH,BELKNAP,1.0,60.0,39.0,new hampshire,60428,5922.0,10.0,0.1,Belknap County,1.0,-1.0,3.0,In Range
NH,CARROLL,2.0,24.0,NA,new hampshire,47372,5003.0,10.7,0.1,Carroll County,1.0,-1.0,3.0,In Range
NH,CHESHIRE,1.0,76.0,39.0,new hampshire,76193,8467.0,11.8,0.1,Cheshire County,1.0,-1.0,3.0,In Range
NH,COOS,3.0,11.0,NA,new hampshire,31694,4508.0,14.9,0.1,Coos County,1.0,-1.0,3.0,In Range
NH,GRAFTON,5.0,18.0,NA,new hampshire,89575,9584.0,11.6,0.1,Grafton County,1.0,-1.0,3.0,Over
